Unnamed: 0,coef
5748,0
2743,1
16479,0
15556,0
3413,0
7084,0
14173,0
3956,0
11228,0
8325,0
6288,0
3988,0
15379,0
3116,1
11924,1
7361,0
16384,1
3677,0
17196,0
1692,1
16980,0
10267,0
6364,0
4906,1
4316,1
17014,1
1983,0
7061,0
7298,0
1754,1
4106,0
16360,0
15096,0
17073,1
9333,0
11233,0
819,0
3178,0
9828,0
15573,1
8192,0
13953,1
1101,0
2014,0
14976,-1
17459,1
14384,0
14948,1
16557,0
11126,0
2281,0
13968,1
15445,0
5919,0
3412,-1
11598,0
16592,-1
14291,0
14319,1
9482,0
1360,-1
6665,0
6942,0
221,-1
4627,1
4122,0
7709,0
9403,0
16961,0
6747,1
8378,0
6171,0
11319,0
10745,1
10922,1
5111,0
4790,0
2039,0
5245,0
10222,0
13325,0
7945,0
14813,0
11601,0
10445,0
7101,-1
15345,0
13030,1
14230,0
1264,1
7081,1
9424,0
6440,0
8117,0
15416,0
2565,0
15273,0
3227,0
9588,0
7637,0
1640,0
9650,-1
15162,0
2975,0
11155,0
2362,0
10553,0
13684,1
1695,0
6613,0
17,0
7317,0
4946,0
14860,1
8483,0
13221,1
941,0
999,0
13436,0
484,0
1884,0
6441,0
8770,0
5219,0
2854,0
9077,0
10059,0
7092,-1
1751,0
2488,0
4943,0
11523,1
8827,0
5710,0
2491,1
6,0
2964,0
8032,0
15857,0
10825,0
2113,0
12832,0
6780,0
12788,0
11716,0
1258,0
16325,0
6429,0
12733,0
3334,-1
9239,0
16745,0
7078,0
13034,0
4130,0
1911,-1
16975,0
10233,0
32,0
5421,-1
5255,0
17247,0
1661,0
12382,0
3806,0
14877,0
4699,0
2006,0
9338,0
6828,0
3161,0
7998,0
17035,0
9445,0
3696,-1
7714,0
13848,0
7710,0
6682,0
14337,0
9533,0
5408,1
11505,0
7810,0
5619,0
11139,0
4780,0
5050,0
9632,0
13917,0
9772,0
5705,0
17536,0
2458,0
17514,0
10965,0
10475,0
2971,0
11098,1
14639,0
1577,0
15066,-1
1090,0
9689,-1
4987,0
1452,0
8620,0
9516,-1
7971,-1
9565,0
2187,0
1275,0
14824,1
8553,0
14184,0
16113,0
16482,-1
6331,0
1653,0
12847,0
12107,0
11864,0
10798,0
5375,1
14619,0
12266,1
2294,0
14556,0
6755,1
9641,0
2845,0
16125,0
12092,0
13577,0
1511,1
15383,0
15244,0
4082,0
17367,0
13427,0
5167,0
4241,0
16663,0
16789,0
10399,0
14189,0
16656,0
17489,0
10723,0
12510,0
10315,0
3999,0
5829,0
15878,1
8042,-1
5501,0
9074,0
3416,1
12165,0
3884,0
9459,-1
3933,0
1951,0
9256,0
14785,0
1037,0
7627,0
6858,0
16731,1
15521,0
7616,0
821,0
11355,0
9603,-1
3777,0
6426,0
6516,-1
5124,0
3839,1
1085,0
15115,0
2350,0
9988,0
6431,0
5591,1
9172,1
9799,0
7436,-1
7064,0
13524,1
3196,1
9745,0
10073,0
5806,0
15168,0
2683,0
7373,0
14986,0
5901,0
2310,0
9734,0
16948,1
4636,0
10181,0
9133,-1
12694,0
14676,-1
12989,0
16326,0
16602,0
13642,0
867,0
11729,0
8610,0
17003,0
3398,0
14458,1
6810,0
15869,1
16274,1
7702,0
16291,0
8524,0
10344,0
11152,1
12141,1
7526,0
13923,1
1756,1
15188,0
15886,0
1186,0
1208,0
4551,0
12263,1
5097,1
8854,0
920,0
7300,0
13629,0
15694,1
7166,0
12045,0
14944,0
15634,0
8432,0
7861,1
16002,0
3030,0
6243,0
15893,0
9522,0
3603,1
1538,0
16733,0
13919,0
16095,0
16446,0
3936,0
15010,0
10072,0
8859,1
3018,0
13673,0
9379,0
10388,0
6184,0
2585,0
4486,0
6393,0
13573,1
6484,1
14185,0
13993,1
4625,1
12680,0
16674,0
16191,1
911,0
3650,-1
3764,0
5889,0
16678,0
3084,0
10321,-1
14429,0
17491,0
5932,0
16720,1
12241,0
12296,0
6829,0
8772,0
16574,0
15994,0
4975,0
7511,0
8350,0
5380,1
1766,1
7838,0
4669,0
9535,0
7589,0
4413,1
1245,0
9819,0
2243,0
454,0
3850,0
16940,0
13359,0
17557,0
9723,0
8396,0
17053,1
13270,0
16600,0
4835,0
4080,1
12315,0
9538,0
13430,0
3408,1
2064,0
8872,0
9627,0
1526,0
4421,0
937,0
5663,0
16034,1
14778,1
2967,0
2672,0
15322,0
3035,0
207,0
17178,1
1892,0
4427,0
1739,0
9061,0
917,1
1476,0
2800,0
16677,1
5755,0
4151,0
10020,0
4464,0
9894,-1
1942,0
17262,0
14165,0
5886,0
13376,1
10816,0
14892,1
7888,0
5080,0
14795,1
3372,0
12038,0
10341,0
10514,1
4720,1
3735,0
8537,0
599,0
7267,0
219,0
1072,1
1827,0
1726,0
8335,0
15022,0
543,0
1965,0
11133,0
6413,0
5291,0
3097,0
4939,1
7420,0
17435,0
15220,0
2382,1
16500,0
571,-1
8889,1
4756,0
15024,1
13634,1
8261,1
13803,0
16200,0
13697,0
9949,0
4961,0
5746,0
11966,0
3464,1
12319,1
13645,0
5940,0
11570,1
15242,1
339,1
9613,0
16207,0
9088,0
6518,0
12948,0
13825,1
7958,0
13105,1
2078,0
8958,0
8194,0
15785,0
17405,0
760,0
14998,0
16000,0
10584,0
542,1
14504,0
11666,1
2437,0
10147,0
7294,0
13891,0
13171,0
3810,0
5925,0
1092,0
929,-1
5280,0
7182,1
15315,0
7824,0
3726,0
6147,0
6210,0
7845,0
3377,1
5055,1
17088,1
10728,0
15128,1
19,1
9847,0
7984,0
2938,0
16620,0
12813,0
5985,0
17539,0
11952,0
5880,0
8529,0
11363,0
14438,0
11074,-1
4978,0
3423,0
5092,1
13265,1
17411,0
14139,0
17413,0
4235,0
480,0
1368,0
5840,1
14376,0
11445,0
10535,0
1689,0
16437,1
14685,0
9968,0
11161,-1
6349,1
16742,0
3456,1
8708,0
11083,0
7129,1
11486,0
11436,1
7740,1
13640,0
13745,0
7476,0
2703,1
4029,0
3452,0
6445,0
11072,0
2327,0
12387,0
7612,0
2755,0
7843,-1
13806,0
9180,0
13451,1
2188,0
3622,1
10322,0
8740,-1
6950,0
6341,0
3904,0
12639,0
12076,0
15251,0
879,1
2645,0
4827,0
8063,-1
6528,1
909,0
11005,0
8185,0
9912,-1
9453,0
7382,0
630,-1
8237,0
3182,0
17298,1
5253,-1
10871,0
6261,0
6358,0
10060,0
2504,1
11708,0
12460,0
5278,0
6072,0
6822,0
5830,0
12599,0
2318,0
9731,-1
16878,0
594,0
6503,0
15160,0
5258,0
5638,1
10645,0
1410,1
8647,-1
13457,1
13440,0
15591,0
9975,0
12608,1
14058,-1
9305,0
3235,0
11464,0
10507,1
8882,1
9573,0
7217,1
14751,0
1655,1
14408,0
15343,0
7840,0
7515,0
2169,0
2120,0
2459,-1
9617,0
15501,0
5317,0
11996,0
9852,0
14893,0
13497,0
5137,0
14557,1
14502,0
9611,1
3657,0
4352,0
10105,0
809,0
14045,1
12333,0
1586,1
8104,0
13028,0
16499,1
5310,0
3074,0
16282,-1
2257,0
15478,0
15676,0
2394,0
14073,0
9845,1
14970,1
12995,0
16971,1
17257,1
8223,1
15073,1
3645,0
12151,1
13166,0
133,0
981,0
7682,0
16946,0
8731,0
17501,0
12222,0
128,0
9137,0
8344,1
893,0
2626,1
13163,0
16195,0
4940,0
6710,0
465,0
14857,0
7581,0
9969,0
12158,0
7535,0
15997,0
12604,0
8135,0
11302,1
14380,0
10605,0
15919,0
15817,1
3548,0
13685,1
13213,0
16544,1
2387,0
9449,1
4745,0
14059,0
1416,0
5643,0
4510,0
15516,0
7401,0
8463,0
2321,0
6356,0
6903,0
4873,0
14318,1
11914,0
9872,0
10491,0
13612,0
16931,0
16748,1
12712,0
11885,1
13550,0
15647,0
12571,0
12540,0
5136,0
14480,1
13155,1
7193,0
13858,0
15450,1
1895,0
3262,0
14170,0
5514,0
312,0
15243,0
15005,1
4770,0
17043,0
8569,0
11222,0
304,1
406,1
10334,1
5251,0
8219,0
4483,-1
5125,0
858,0
5195,0
14454,0
12379,0
12578,1
16204,1
3445,0
13021,1
245,0
15655,1
13853,0
11266,1
15948,0
16025,0
6465,0
4461,0
7799,0
17442,1
13032,0
11234,0
7801,0
6656,0
11461,0
4131,0
14191,1
16065,-1
1047,0
617,0
8264,1
15770,1
6424,0
10658,0
8030,0
11537,0
176,0
17027,0
15078,0
5414,-1
4803,0
16835,0
4702,0
10877,0
13851,0
1489,0
4119,0
8825,0
16703,0
6039,1
10985,0
645,0
9304,0
3242,0
3476,0
8498,0
13503,0
6845,0
4072,0
7832,-1
5294,0
908,1
353,0
8438,1
8910,-1
6589,0
8332,-1
2913,0
17039,0
3957,-1
10104,0
4473,0
422,0
10828,1
3829,0
6746,0
10422,0
848,0
12709,1
12309,0
3997,0
4562,0
6667,1
12950,0
8440,0
4601,0
9549,-1
3008,-1
6996,-1
1490,0
2498,0
17396,1
9684,1
8036,0
5084,0
15509,0
8886,0
17055,0
1682,0
12004,0
14701,0
12952,-1
7575,0
11533,0
9170,0
14060,1
6281,0
8181,0
12006,0
651,0
12945,0
14290,0
1171,0
9891,0
12623,0
4950,1
8464,0
4900,0
985,0
3621,1
7706,0
14372,0
2721,0
14256,-1
17423,0
737,1
2912,0
16932,1
2398,0
13341,0
4951,0
5044,0
8311,0
17261,0
10972,0
13551,0
5376,0
3215,0
4376,0
15230,0
16572,0
6234,0
5568,0
2671,0
8111,0
13380,0
11387,-1
3201,-1
5301,0
7138,1
4664,0
12558,0
8848,0
13501,0
13658,0
10287,0
10386,0
5779,-1
11928,0
7441,0
16611,0
16746,0
7588,0
2945,0
4919,1
12961,1
520,1
4649,0
16039,0
6557,0
9761,0
550,0
9636,0
1871,0
2051,0
16331,0
12219,0
10794,0
16169,0
11209,-1
4690,0
15031,0
10643,0
14706,0
14738,0
9576,1
17462,0
4519,0
3689,0
14704,0
10588,0
5616,0
3274,0
13400,0
7816,0
12203,0
1880,0
3965,-1
10939,0
11082,1
1782,0
8862,0
15059,1
13174,1
9672,0
14819,0
10390,0
2692,1
4658,0
4684,0
16022,0
17127,0
4350,0
10159,0
13833,0
9659,0
13466,0
95,0
7509,0
5295,0
8398,0
10799,0
897,0
14039,0
14468,0
7480,0
8919,0
6811,0
4245,0
12600,0
6567,0
142,0
7961,0
7218,0
1717,-1
15812,0
16127,0
526,0
640,0
399,0
14029,0
8436,0
17264,0
5615,-1
8202,1
1030,0
3378,0
12436,0
7147,-1
6624,0
17562,0
16453,1
4277,0
7083,-1
8200,1
4266,-1
984,0
4410,1
14950,0
15296,1
13365,0
12504,0
11552,1
12947,1
16808,0
13969,0
10373,-1
10423,0
11811,0
13377,0
13416,0
14082,1
11681,0
6585,1
11669,1
14664,0
2190,0
4275,0
1406,-1
6543,-1
16673,0
5754,-1
5371,0
3276,0
3653,0
185,0
4296,1
2837,1
5859,0
11354,1
7385,0
16067,1
1408,-1
2463,0
15891,0
6221,0
12206,0
3763,0
5778,-1
16456,-1
6919,0
5115,0
17019,0
3541,1
4050,0
2694,0
13468,0
888,0
13867,0
8514,1
15472,1
4077,0
4640,1
5611,0
4880,0
12923,0
4463,0
15222,0
1411,0
11580,0
16124,0
11774,0
1556,0
14549,0
9442,0
17001,0
6189,0
1907,0
15082,0
960,0
14374,1
12448,0
4709,0
7045,0
17307,0
10384,1
11179,1
7886,0
10486,1
8659,0
8329,-1
2832,1
2194,-1
9451,0
4964,-1
11513,0
7209,0
8713,1
4110,0
13022,1
6630,0
13715,1
248,0
16341,0
4717,0
7288,-1
3800,0
4432,0
4085,0
7798,0
13303,0
13699,0
2137,0
8143,0
16445,1
12901,0
5791,1
1102,0
11660,1
2502,0
6841,0
1533,1
2234,0
5201,-1
3249,0
2030,0
3869,0
15137,-1
14757,0
844,1
7286,0
5439,0
10808,0
11145,0
4066,0
15725,1
2004,0
10400,0
10561,0
9655,0
13298,0
11189,0
13474,0
14518,0
8026,0
2799,1
16758,0
14506,0
2555,1
14636,0
9531,-1
12748,0
13373,0
990,0
9177,0
12248,0
14693,0
6466,0
15177,1
5145,0
8205,0
11804,0
2963,0
4459,1
5203,0
507,0
15429,0
1620,0
15488,0
6122,0
8619,0
16506,1
4496,0
5776,0
1916,1
10232,0
4341,-1
14342,0
3736,0
9661,1
14932,1
16012,0
871,0
16890,0
6387,0
7744,0
4327,0
7525,-1
1787,0
7689,0
10996,0
11943,0
7836,0
15704,0
5714,0
9323,-1
14250,0
6721,1
5515,0
7484,0
11623,0
11080,1
9741,0
10191,-1
2818,0
5089,0
6430,0
14470,0
13308,1
7339,0
9289,1
4931,0
12855,0
9292,1
4697,0
11579,0
10733,1
53,0
1721,0
16926,0
1603,0
6962,0
1195,1
10062,0
14398,0
3060,0
8365,0
5561,0
5248,0
1668,0
13102,0
12896,-1
9720,0
4332,0
16937,0
2292,1
16586,1
14856,0
10374,0
4104,1
13,0
12934,0
15422,1
17231,0
8295,0
15155,0
5105,0
7238,0
8401,0
12647,0
15947,0
15897,0
13224,0
8468,0
1390,0
3055,0
12551,0
4781,0
5052,0
7564,0
11692,0
7060,0
4583,0
11624,0
1103,0
947,0
288,0
1799,0
1216,0
1875,0
10416,0
15855,0
1918,0
2195,0
13935,0
9171,0
16391,0
13835,0
11894,0
9578,0
16504,0
12918,0
15637,0
334,0
16631,0
16063,0
16219,0
270,0
10214,0
15117,0
2157,0
11115,0
12927,0
14761,0
14726,0
6646,0
8822,0
7587,0
8735,0
9835,0
3057,0
1437,0
5651,0
10079,0
4150,0
2468,0
5836,0
1619,0
9658,0
12981,0
17165,0
3576,0
10244,0
12562,0
8503,0
5144,0
914,0
8947,0
12366,0
7664,0
8847,0
10752,0
9163,0
12677,0
6435,0
4815,0
14153,0
12276,0
1260,0
1628,0
17170,0
11512,0
4659,0
10912,0
2029,0
12727,0
12681,0
2384,0
12043,0
16566,0
16697,0
11937,0
16598,0
1449,0
4299,0
15915,0
8220,0
726,0
10272,0
10004,0
1397,0
10555,0
16152,0
2991,0
4704,0
12774,0
12147,0
10217,0
3724,0
13815,0
3704,0
10842,0
39,0
16827,0
10534,0
6789,0
3429,0
2560,0
8785,0
16112,0
11900,0
13169,0
9114,0
10326,0
5314,0
14779,0
5233,0
323,0
15319,0
3006,0
5029,0
11182,0
17274,0
8243,0
15326,0
8348,0
16459,0
12857,0
9448,0
6603,0
262,0
14750,0
13031,0
5299,0
3483,0
5870,0
3329,0
8953,0
15627,0
15545,0
4323,0
5045,0
2470,0
2481,0
2569,0
11573,0
5525,0
14211,0
632,0
13839,0
12502,0
479,0
4682,0
4941,0
10526,0
1819,0
16627,0
2887,0
7396,0
48,0
4416,0
3819,0
10571,0
4966,0
4339,0
6334,0
15147,0
14677,0
206,0
7966,0
16546,0
449,0
14765,0
1812,0
10995,0
8206,0
8585,0
14754,0
1365,0
13291,0
4103,0
17321,0
11156,0
801,0
13152,0
10724,0
11695,0
7519,0
3118,0
14587,0
9343,0
2240,0
8884,0
7797,0
4448,0
846,0
17063,0
9269,0
3891,0
3075,0
8545,0
2330,0
14609,0
15541,0
11181,0
15271,0
775,0
1804,0
588,0
13131,0
3044,0
6063,0
24,0
1414,0
6308,0
14568,0
5690,0
10900,0
7772,0
438,0
14400,0
5047,0
6151,0
17482,0
4942,0
14844,0
9119,0
13222,0
524,0
15703,0
12031,0
16873,0
6792,0
10231,0
16577,0
8692,0
975,0
16613,0
2076,0
8226,0
8282,0
3691,0
3247,0
2998,0
17140,0
14855,0
8892,0
13342,0
11293,0
3834,0
3923,0
6279,0
7369,0
8307,0
16803,0
15083,0
4847,0
6688,0
4163,0
895,0
11409,0
604,0
930,0
12780,0
12393,0
2104,0
16036,0
11321,0
555,0
3693,0
6552,0
3016,0
4047,0
7094,0
2177,0
11020,0
15605,0
8637,0
7815,0
11795,0
40,0
15428,0
13893,0
10592,0
15756,0
4038,0
12039,0
1314,0
4488,0
5341,0
1428,0
13617,0
13282,0
11448,0
5831,0
11068,0
13441,0
13319,0
9366,0
15548,0
13069,0
15126,0
4273,0
10731,0
17483,0
2391,0
8654,0
12553,0
6248,0
14969,0
3636,0
7759,0
15601,0
3418,0
4628,0
10047,0
6048,0
12250,0
16420,0
16768,0
1583,0
14310,0
2472,0
2546,0
9128,0
4417,0
4200,0
15043,0
10068,0
12462,0
16993,0
13606,0
10732,0
16559,0
9675,0
11526,0
1665,0
9881,0
12262,0
16676,0
16396,0
5416,0
10162,0
8734,0
7914,0
12631,0
265,0
7470,0
13971,0
16530,0
17148,0
1920,0
10653,0
11746,0
7269,0
12547,0
15173,0
13023,0
14371,0
15926,0
8122,0
742,0
7796,0
11196,0
12441,0
12786,0
10023,0
17186,0
5980,0
10751,0
3632,0
3108,0
10248,0
5665,0
14748,0
15494,0
16599,0
8461,0
7646,0
7743,0
3619,0
12495,0
8031,0
179,0
8373,0
12861,0
13962,0
6970,0
10018,0
2005,0
11124,0
10482,0
4774,0
225,0
11089,0
16738,0
10407,0
7611,0
5458,0
14174,0
1401,0
5874,0
17104,0
4821,0
7009,0
3402,0
9954,0
16568,0
12910,0
6182,0
5640,0
10795,0
16929,0
13013,0
5807,0
10266,0
2153,0
3593,0
7809,0
8534,0
5934,0
607,0
13705,0
10219,0
16711,0
14594,0
10277,0
13513,0
7597,0
15145,0
2476,0
15176,0
14615,0
4255,0
17574,0
11850,0
4052,0
5282,0
10126,0
12494,0
11593,0
4061,0
3019,0
5293,0
10157,0
14724,0
1409,0
1652,0
15692,0
7106,0
15170,0
3234,0
7044,0
11960,0
5950,0
711,0
1643,0
2441,0
1508,0
10826,0
2208,0
6236,0
15432,0
5196,0
17469,0
11004,0
9752,0
15001,0
14803,0
462,0
1463,0
1364,0
3323,0
3668,0
16633,0
13281,0
7022,0
12782,0
8855,0
8473,0
1151,0
17233,0
14918,0
269,0
9888,0
12539,0
13797,0
14205,0
5242,0
14271,0
13039,0
12804,0
10117,0
17219,0
15440,0
10501,0
13593,0
4819,0
15643,0
12902,0
13636,0
6206,0
17214,0
16413,0
15596,0
10113,0
1484,0
4653,0
1351,0
7775,0
10285,0
7804,0
896,0
1759,0
6744,0
12236,0
16747,0
11125,0
4367,0
9432,0
5126,0
14987,0
2456,0
420,0
16606,0
1900,0
2542,0
7872,0
36,0
6411,0
14111,0
13830,0
4209,0
1033,0
9231,0
8268,0
16685,0
1013,0
11174,0
11571,0
10999,0
10951,0
15342,0
10280,0
15720,0
2824,0
834,0
16585,0
11194,0
14151,0
6208,0
14390,0
6463,0
7881,0
12060,0
11141,0
14117,0
9417,0
12394,0
9012,0
13349,0
428,0
9736,0
4246,0
14146,0
2955,0
8249,0
3776,0
1127,0
3556,0
15123,0
6928,0
10896,0
14144,0
2764,0
1805,0
10525,0
4426,0
1405,0
7631,0
3949,0
15097,0
7227,0
16409,0
2444,0
13811,0
1239,0
6165,0
4083,0
890,0
14299,0
11127,0
3132,0
8539,0
14949,0
15923,0
10578,0
10459,0
14227,0
4076,0
7030,0
14147,0
495,0
3803,0
2151,0
10109,0
10902,0
12895,0
7279,0
5732,0
4335,0
4073,0
932,0
15307,0
10864,0
3411,0
5212,0
8376,0
15004,0
3874,0
14370,0
16594,0
1329,0
12840,0
11407,0
4909,0
1542,0
12201,0
17270,0
11418,0
161,0
15936,0
17047,0
1168,0
2179,0
9905,0
15983,0
5508,0
9293,0
14136,0
5247,0
2957,0
1214,0
9113,0
12983,0
12829,0
3159,0
17404,0
12596,0
14872,0
6592,0
10497,0
1289,0
3076,0
11737,0
6779,0
5713,0
16856,0
16151,0
15014,0
6042,0
10618,0
15793,0
12377,0
4752,0
11758,0
14846,0
10206,0
14852,0
9868,0
4306,0
9483,0
7884,0
6492,0
14840,0
9139,0
2865,0
2982,0
6110,0
14681,0
6709,0
6225,0
6929,0
16154,0
10791,0
6629,0
6448,0
11500,0
10324,0
4057,0
1006,0
16498,0
16248,0
11479,0
2272,0
15274,0
10803,0
17042,0
4641,0
13001,0
3664,0
12293,0
7542,0
14993,0
3356,0
16033,0
12549,0
2196,0
5620,0
13591,0
14807,0
9840,0
16035,0
3202,0
17169,0
3572,0
14103,0
4918,0
6037,0
7144,0
13015,0
7363,0
12369,0
559,0
4504,0
9194,0
33,0
10118,0
1926,0
5007,0
12026,0
7502,0
3222,0
7334,0
2705,0
6949,0
2549,0
2226,0
13574,0
1506,0
10508,0
4553,0
2002,0
373,0
15712,0
1396,0
2376,0
16332,0
4484,0
12063,0
10532,0
6498,0
7018,0
14612,0
1981,0
2638,0
3009,0
7100,0
14789,0
10005,0
2219,0
14841,0
530,0
15964,0
12386,0
556,0
10613,0
11968,0
8782,0
14361,0
14884,0
851,0
14101,0
10885,0
7264,0
11392,0
13140,0
1441,0
11550,0
11337,0
15292,0
5701,0
9523,0
15576,0
11913,0
7746,0
4,0
6685,0
14628,0
16322,0
14295,0
4660,0
11223,0
3203,0
10049,0
10292,0
9401,0
9653,0
8941,0
5386,0
12264,0
3779,0
10124,0
8952,0
473,0
10583,0
3627,0
11830,0
220,0
2213,0
16111,0
13587,0
8088,0
5276,0
10346,0
10557,0
15293,0
10176,0
4062,0
13002,0
11793,0
9208,0
6162,0
2641,0
16744,0
11984,0
11390,0
539,0
4874,0
13006,0
13339,0
14753,0
10570,0
486,0
17163,0
8012,0
5674,0
659,0
14749,0
15888,0
16829,0
5331,0
7290,0
2706,0
7111,0
1631,0
14278,0
11326,0
12756,0
7991,0
11564,0
9532,0
14462,0
15360,0
6580,0
10740,0
13327,0
15196,0
15566,0
10866,0
13829,0
1585,0
16981,0
7453,0
10640,0
7282,0
9529,0
5063,0
14624,0
12370,0
6561,0
17056,0
14647,0
2142,0
14551,0
6303,0
13313,0
15476,0
5943,0
11883,0
1486,0
576,0
8751,0
9985,0
1221,0
5344,0
4520,0
3720,0
5100,0
3667,0
2750,0
4125,0
15330,0
3179,0
10550,0
310,0
10098,0
14489,0
9490,0
3700,0
15993,0
90,0
7565,0
5907,0
2339,0
15534,0
16187,0
12194,0
9512,0
16353,0
11752,0
9918,0
5924,0
7089,0
5793,0
16259,0
1426,0
1340,0
6032,0
2733,0
10328,0
6533,0
7927,0
15062,0
11810,0
10279,0
7006,0
12164,0
5151,0
873,0
8068,0
9910,0
8685,0
15340,0
9713,0
15505,0
4986,0
5726,0
13922,0
7323,0
1194,0
6677,0
14007,0
164,0
16315,0
6009,0
16900,0
13449,0
16222,0
13828,0
16046,0
215,0
12982,0
7859,0
9960,0
15288,0
15565,0
7544,0
8207,0
11687,0
14433,0
6071,0
7904,0
12357,0
12606,0
14953,0
3260,0
13718,0
15132,0
3007,0
13889,0
16914,0
4443,0
15312,0
12755,0
4145,0
14747,0
4594,0
3662,0
16229,0
13362,0
6328,0
5734,0
6978,0
2646,0
11215,0
17390,0
8618,0
11903,0
12065,0
12626,0
14366,0
355,0
1517,0
5752,0
1516,0
6635,0
4368,0
7745,0
12762,0
9595,0
7263,0
13560,0
12439,0
16295,0
14966,0
5951,0
10872,0
2516,0
3862,0
17045,0
6470,0
3221,0
16996,0
10042,0
1097,0
143,0
11721,0
11668,0
13154,0
15191,0
1350,0
4732,0
10021,0
16178,0
17453,0
4788,0
14831,0
506,0
7956,0
8245,0
14274,0
2713,0
16468,0
16539,0
16701,0
8665,0
11866,0
4677,0
3680,0
6704,0
17102,0
17244,0
17069,0
7102,0
2249,0
9146,0
16220,0
9179,0
10909,0
10455,0
7877,0
6988,0
13147,0
404,0
903,0
10128,0
363,0
11879,0
17272,0
4597,0
2308,0
11006,0
15607,0
11727,0
5232,0
11167,0
656,0
5396,0
1700,0
8799,0
10134,0
5961,0
12506,0
3475,0
1746,0
15193,0
16311,0
4398,0
16680,0
12715,0
17187,0
8431,0
3020,0
5928,0
8405,0
6870,0
4197,0
15587,0
13422,0
13494,0
12117,0
16045,0
6327,0
12770,0
13227,0
1293,0
14123,0
7296,0
6014,0
2474,0
13963,0
15698,0
2003,0
11627,0
8655,0
15302,0
15142,0
8850,0
11200,0
531,0
3479,0
15966,0
3723,0
12936,0
3125,0
5896,0
1878,0
4871,0
16411,0
10308,0
6216,0
1680,0
10968,0
9397,0
14643,0
11441,0
13184,0
3759,0
17432,0
6731,0
1461,0
2304,0
826,0
4109,0
4347,0
6659,0
15531,0
613,0
381,0
2947,0
6556,0
13272,0
4384,0
11809,0
16076,0
4923,0
10306,0
13941,0
3168,0
2999,0
15215,0
3250,0
2811,0
14427,0
12300,0
1136,0
12185,0
14576,0
2670,0
8260,0
3674,0
15099,0
10145,0
15709,0
1605,0
7633,0
6882,0
878,0
15386,0
5783,0
8125,0
3523,0
11920,0
2446,0
6554,0
16414,0
14095,0
14430,0
16061,0
392,0
13382,0
10193,0
16320,0
12217,0
6649,0
11636,0
15469,0
11176,0
14378,0
7969,0
15495,0
1614,0
16828,0
1637,0
8992,0
1321,0
13657,0
5272,0
11829,0
3801,0
3872,0
7953,0
5708,0
6332,0
12821,0
13601,0
4032,0
14414,0
7931,0
16849,0
14407,0
12391,0
9677,0
11250,0
6662,0
1858,0
6073,0
2633,0
9081,0
7959,0
16810,0
2270,0
6674,0
13316,0
13598,0
14963,0
1391,0
15225,0
371,0
4920,0
2329,0
17010,0
13003,0
9438,0
7805,0
8252,0
1169,0
3252,0
2487,0
15076,0
17555,0
7333,0
14437,0
8056,0
11703,0
88,0
11933,0
6036,0
2246,0
5348,0
13779,0
2168,0
12689,0
3527,0
1902,0
4457,0
4389,0
9671,0
894,0
13896,0
3562,0
2698,0
717,0
17132,0
7679,0
4318,0
1067,0
12736,0
7970,0
15331,0
5639,0
4965,0
3444,0
7179,0
4772,0
14825,0
12350,0
4172,0
2977,0
12645,0
192,0
6272,0
2625,0
9436,0
11121,0
14070,0
1331,0
174,0
